file_name,ids,labels,xmin,ymin,xmax,ymax,captions
img_01_425391600_00018.jpg,crescent_gap,260,659,224,848,732,The defect crescent_gap is located at the top of the image.
img_04_424799600_00001.jpg,crescent_gap,260,276,1,584,532,The defect crescent_gap is located at the left top of the image.
img_04_424799600_00001.jpg,welding_line,259,5,147,346,216,The defect welding_line is located at the left top of the image.
img_06_3403332000_00931.jpg,punching_hole,258,1854,565,1958,624,The defect punching_hole is located at the right of the image.
img_06_3403332000_00931.jpg,welding_line,259,2,378,2040,449,The defect welding_line is located at the center of the image.
img_08_436164700_01537.jpg,waist_folding,267,41,53,440,971,The defect waist_folding defect is located at the left of the image.
img_07_4406743300_00038.jpg,silk_spot,263,764,26,1169,943,The defect silk_spot is located at the center of the image.
img_07_4406743300_00038.jpg,silk_spot,263,1196,44,2011,984,The defect silk_spot is located at the right of the image.
img_04_4406645900_00002.jpg,crescent_gap,260,53,611,385,1000,The defect crescent_gap is located at the left bottom of the image.
img_01_425005700_00500.jpg,silk_spot,263,807,229,1108,773,The defect silk_spot is located at the center of the image.
img_05_425506100_00052.jpg,crescent_gap,260,1305,407,1763,1000,The defect crescent_gap is located at the right bottom of the image.
img_02_425502300_00338.jpg,inclusion,264,1587,837,1674,953,The defect inclusion is located at the right bottom of the image.
img_06_4406772100_00002.jpg,punching_hole,258,1797,665,1902,727,The defect punching_hole is located at the right of the image.
img_06_4406772100_00002.jpg,welding_line,259,7,493,2038,551,The defect welding_line is located at the center of the image.
img_01_4406743300_00225.jpg,silk_spot,263,1071,84,1379,976,The defect silk_spot is located at the center of the image.
img_01_424799600_00002.jpg,crescent_gap,260,1667,781,1888,1000,The defect crescent_gap is located at the right bottom of the image.
img_02_4403466200_00005.jpg,oil_spot,262,295,5,532,980,The defect oil_spot is located at the left of the image.
img_02_4403466200_00005.jpg,oil_spot,262,1509,14,2048,299,The defect oil_spot is located at the right top of the image.
img_02_4403466200_00005.jpg,oil_spot,262,981,1,1314,250,The defect oil_spot is located at the top of the image.
img_07_3403404600_01001.jpg,welding_line,259,7,488,2046,552,The defect welding_line is located at the center of the image.
img_07_3403404600_01001.jpg,punching_hole,258,1,646,38,728,The defect punching_hole is located at the left of the image.
img_03_3402617700_00653.jpg,inclusion,264,1912,644,1999,707,The defect inclusion is located at the right of the image.
img_03_3402617700_00653.jpg,water_spot,261,1784,755,1985,984,The defect water_spot is located at the right bottom of the image.
img_04_431855000_00121.jpg,oil_spot,262,524,26,837,298,The defect oil_spot is located at the top of the image.
img_03_3403402900_00962.jpg,punching_hole,258,58,412,182,488,The defect punching_hole is located at the left of the image.
img_03_3403402900_00962.jpg,welding_line,259,4,251,2048,317,The defect welding_line is located at the center of the image.
img_02_425237600_00302.jpg,water_spot,261,1254,37,1503,255,The defect water_spot is located at the top of the image.
img_01_4406743300_00447.jpg,silk_spot,263,1162,48,1535,1000,The defect silk_spot is located at the center of the image.
img_07_4404712100_01000.jpg,waist_folding,267,1443,145,1982,944,The defect waist_folding defect is located at the right of the image.
img_03_436152900_00523.jpg,silk_spot,263,974,176,1153,409,The defect silk_spot is located at the top of the image.
img_03_436152900_00523.jpg,silk_spot,263,941,553,1185,848,The defect silk_spot is located at the bottom of the image.
img_03_436152900_00523.jpg,silk_spot,263,1205,430,1392,686,The defect silk_spot is located at the center of the image.
img_03_436152900_00523.jpg,silk_spot,263,341,216,461,371,The defect silk_spot is located at the left top of the image.
img_03_436152900_00523.jpg,silk_spot,263,625,93,740,209,The defect silk_spot is located at the top of the image.
img_03_436152900_00523.jpg,silk_spot,263,735,371,830,501,The defect silk_spot is located at the center of the image.
img_04_4402622500_00375.jpg,inclusion,264,140,362,226,462,The defect inclusion is located at the left of the image.
img_04_4402622500_00375.jpg,inclusion,264,89,530,146,633,The defect inclusion is located at the left of the image.
img_04_4402622500_00375.jpg,inclusion,264,61,753,164,922,The defect inclusion is located at the left bottom of the image.
img_02_4403466600_00014.jpg,oil_spot,262,417,16,780,1000,The defect oil_spot is located at the left of the image.
img_08_4406743300_00424.jpg,silk_spot,263,689,337,866,566,The defect silk_spot is located at the center of the image.
img_01_425503000_00017.jpg,crescent_gap,260,871,1,1058,153,The defect crescent_gap is located at the top of the image.
img_03_SIS001546_00031.jpg,oil_spot,262,349,16,399,87,The defect oil_spot is located at the left top of the image.
img_03_SIS001546_00031.jpg,oil_spot,262,467,5,628,122,The defect oil_spot is located at the left top of the image.
img_03_SIS001546_00031.jpg,oil_spot,262,315,264,631,564,The defect oil_spot is located at the left of the image.
img_03_SIS001546_00031.jpg,oil_spot,262,306,858,656,1000,The defect oil_spot is located at the left bottom of the image.
img_03_SIS001546_00031.jpg,oil_spot,262,1257,788,1398,864,The defect oil_spot is located at the bottom of the image.
img_03_SIS001546_00031.jpg,oil_spot,262,1255,122,1652,514,The defect oil_spot is located at the right top of the image.
img_05_4406743300_00390.jpg,silk_spot,263,1041,86,1313,878,The defect silk_spot is located at the center of the image.
img_06_436185800_00727.jpg,waist_folding,267,1318,57,2022,962,The defect waist_folding defect is located at the right of the image.
img_03_425506400_00018.jpg,punching_hole,258,90,737,194,798,The defect punching_hole is located at the left bottom of the image.
img_03_425506400_00018.jpg,welding_line,259,1,549,2045,625,The defect welding_line is located at the center of the image.
img_03_3402617400_00919.jpg,inclusion,264,885,224,936,286,The defect inclusion is located at the top of the image.
img_03_3402617400_00919.jpg,inclusion,264,1074,224,1126,283,The defect inclusion is located at the top of the image.
img_03_424799600_00382.jpg,inclusion,264,1774,416,1849,498,The defect inclusion is located at the right of the image.
img_03_424799600_00382.jpg,inclusion,264,1228,70,1307,147,The defect inclusion is located at the top of the image.
img_08_4406743300_00395.jpg,silk_spot,263,628,109,895,880,The defect silk_spot is located at the center of the image.
img_08_4406743300_00427.jpg,silk_spot,263,730,391,884,614,The defect silk_spot is located at the center of the image.
img_06_4402625300_01262.jpg,silk_spot,263,1836,22,2003,453,The defect silk_spot is located at the right top of the image.
img_06_4402625300_01262.jpg,silk_spot,263,1400,12,1569,244,The defect silk_spot is located at the right top of the image.
img_06_4402625300_01262.jpg,inclusion,264,1027,20,1276,220,The defect inclusion is located at the top of the image.
img_06_4402625300_01262.jpg,inclusion,264,1708,211,1811,443,The defect inclusion is located at the right top of the image.
img_06_427199900_00001.jpg,welding_line,259,12,686,2047,782,The defect welding_line is located at the bottom of the image.
img_06_427199900_00001.jpg,punching_hole,258,1835,857,1967,937,The defect punching_hole is located at the right bottom of the image.
img_06_3403393200_01334.jpg,punching_hole,258,1853,25,1958,84,The defect punching_hole is located at the right top of the image.
img_06_3403393200_01334.jpg,crescent_gap,260,3,3,118,120,The defect crescent_gap is located at the left top of the image.
img_04_436163100_00012.jpg,oil_spot,262,578,69,636,347,The defect oil_spot is located at the top of the image.
img_04_436163100_00012.jpg,oil_spot,262,647,318,820,780,The defect oil_spot is located at the bottom of the image.
img_03_3403394000_01158.jpg,punching_hole,258,97,222,200,265,The defect punching_hole is located at the left top of the image.
img_03_3403394000_01158.jpg,welding_line,259,4,46,1810,87,The defect welding_line is located at the top of the image.
img_03_3403394000_01158.jpg,crescent_gap,260,1764,1,1975,324,The defect crescent_gap is located at the right top of the image.
img_01_425005700_00292.jpg,silk_spot,263,836,1,1323,951,The defect silk_spot is located at the center of the image.
img_08_425638500_00036.jpg,inclusion,264,489,841,525,883,The defect inclusion is located at the left bottom of the image.
img_07_4406645900_00639.jpg,silk_spot,263,1824,59,1911,786,The defect silk_spot is located at the right of the image.
img_01_425000300_00520.jpg,water_spot,261,1153,417,1608,932,The defect water_spot is located at the right bottom of the image.
img_03_425609500_00001.jpg,punching_hole,258,85,906,210,980,The defect punching_hole is located at the left bottom of the image.
img_03_425609500_00001.jpg,welding_line,259,2,740,2043,808,The defect welding_line is located at the bottom of the image.
img_03_425609500_00001.jpg,silk_spot,263,45,17,2013,630,The defect silk_spot is located at the top of the image.
img_01_425505100_00017.jpg,crescent_gap,260,1194,1,1569,278,The defect crescent_gap is located at the right top of the image.
img_02_425392300_00834.jpg,inclusion,264,1177,495,1256,543,The defect inclusion is located at the center of the image.
img_02_425392300_00834.jpg,inclusion,264,847,503,900,566,The defect inclusion is located at the center of the image.
img_03_SIS001540_00776.jpg,water_spot,261,295,17,599,960,The defect water_spot is located at the left of the image.
img_03_425639900_00615.jpg,punching_hole,258,92,60,203,124,The defect punching_hole is located at the left top of the image.
img_03_425639900_00615.jpg,silk_spot,263,232,140,1978,947,The defect silk_spot is located at the center of the image.
img_03_425614700_00712.jpg,punching_hole,258,105,22,213,80,The defect punching_hole is located at the left top of the image.
img_01_425505100_00018.jpg,welding_line,259,1515,890,2048,918,The defect welding_line is located at the right bottom of the image.
img_01_425505100_00018.jpg,crescent_gap,260,1369,660,1529,1000,The defect crescent_gap is located at the bottom of the image.
img_08_4406743300_00001.jpg,crescent_gap,260,857,1,1132,568,The defect crescent_gap is located at the top of the image.
img_08_4406743300_00001.jpg,welding_line,259,3,299,954,388,The defect welding_line is located at the left of the image.
img_07_435974600_00213.jpg,oil_spot,262,1565,219,1824,327,The defect oil_spot is located at the right top of the image.
img_04_4402116700_00002.jpg,crease,266,71,517,944,629,The defect crease is located at the left of the image.
img_07_436164700_01538.jpg,waist_folding,267,1620,50,2048,905,The defect waist_folding defect is located at the right of the image.
img_03_424825900_00211.jpg,water_spot,261,1515,301,1836,614,The defect water_spot is located at the right of the image.
img_06_425507200_00976.jpg,inclusion,264,1352,207,1413,354,The defect inclusion is located at the top of the image.
img_02_424799200_00450.jpg,water_spot,261,1072,696,1330,904,The defect water_spot is located at the bottom of the image.
img_05_425243500_00952.jpg,water_spot,261,1249,24,1400,447,The defect water_spot is located at the top of the image.
img_04_4406645900_00767.jpg,silk_spot,263,144,581,244,968,The defect silk_spot is located at the left bottom of the image.
img_02_425646200_00062.jpg,inclusion,264,71,237,138,340,The defect inclusion is located at the left top of the image.
img_01_425005700_00183.jpg,silk_spot,263,1008,1,1522,796,The defect silk_spot is located at the center of the image.
img_08_4406743300_00481.jpg,silk_spot,263,690,293,864,768,The defect silk_spot is located at the bottom of the image.
img_08_4406743300_00400.jpg,silk_spot,263,656,216,826,778,The defect silk_spot is located at the center of the image.
img_03_4404374100_01295.jpg,waist_folding,267,74,91,1426,927,The defect waist_folding defect is located at the left of the image.
img_07_4406743300_00099.jpg,silk_spot,263,1160,42,1997,908,The defect silk_spot is located at the right of the image.
img_07_425390900_00052.jpg,oil_spot,262,1617,6,1672,68,The defect oil_spot is located at the right top of the image.
img_07_425390900_00052.jpg,oil_spot,262,1622,186,1685,257,The defect oil_spot is located at the right top of the image.
img_07_425390900_00052.jpg,oil_spot,262,1556,201,1626,673,The defect oil_spot is located at the right top of the image.
img_07_425390900_00052.jpg,oil_spot,262,1622,386,1697,440,The defect oil_spot is located at the right of the image.
img_07_425390900_00052.jpg,oil_spot,262,1603,614,1689,698,The defect oil_spot is located at the right of the image.
img_07_425390900_00052.jpg,oil_spot,262,1545,886,1707,992,The defect oil_spot is located at the right bottom of the image.
img_07_425390900_00052.jpg,oil_spot,262,1547,693,1608,872,The defect oil_spot is located at the right bottom of the image.
img_08_4406743300_00405.jpg,silk_spot,263,672,170,900,858,The defect silk_spot is located at the center of the image.
img_01_425005700_00254.jpg,silk_spot,263,828,22,1208,868,The defect silk_spot is located at the center of the image.
img_04_425237600_00360.jpg,water_spot,261,592,775,843,1000,The defect water_spot is located at the bottom of the image.
img_03_425390000_00022.jpg,oil_spot,262,686,144,763,216,The defect oil_spot is located at the top of the image.
img_03_425390000_00022.jpg,rolled_pit,265,397,16,607,997,The defect rolled_pit is located at the left of the image.
img_03_425390000_00022.jpg,water_spot,261,1238,736,1909,810,The defect water_spot is located at the right bottom of the image.
img_03_425390000_00022.jpg,water_spot,261,867,144,1579,220,The defect water_spot is located at the right top of the image.
img_07_424826800_00502.jpg,waist_folding,267,805,65,1418,878,The defect waist_folding defect is located at the center of the image.
img_06_3403404000_00928.jpg,welding_line,259,8,842,2048,946,The defect welding_line is located at the bottom of the image.
img_01_425005700_00343.jpg,silk_spot,263,830,55,1399,866,The defect silk_spot is located at the center of the image.
img_04_425243200_00562.jpg,silk_spot,263,428,84,944,735,The defect silk_spot is located at the left top of the image.
img_06_4406743300_00042.jpg,silk_spot,263,571,75,1628,762,The defect silk_spot is located at the right of the image.
img_05_425505100_00053.jpg,crescent_gap,260,1305,607,1497,1000,The defect crescent_gap is located at the bottom of the image.
img_05_425505100_00053.jpg,welding_line,259,1438,837,2048,889,The defect welding_line is located at the right bottom of the image.
img_06_3402616100_00001.jpg,welding_line,259,18,201,2048,279,The defect welding_line is located at the top of the image.
img_06_3402616100_00001.jpg,punching_hole,258,1859,363,1987,440,The defect punching_hole is located at the right of the image.
img_01_425007600_00674.jpg,water_spot,261,1243,858,1455,1000,The defect water_spot is located at the bottom of the image.
img_01_425007600_00674.jpg,silk_spot,263,1189,55,1859,795,The defect silk_spot is located at the right of the image.
img_01_425637800_00001.jpg,crescent_gap,260,759,539,995,999,The defect crescent_gap is located at the bottom of the image.
img_01_425637800_00001.jpg,welding_line,259,936,807,2048,887,The defect welding_line is located at the right bottom of the image.
img_01_425637800_00001.jpg,silk_spot,263,940,30,1921,778,The defect silk_spot is located at the right of the image.
img_07_4406645900_00859.jpg,silk_spot,263,1731,283,1913,548,The defect silk_spot is located at the right of the image.
img_02_425644200_00681.jpg,punching_hole,258,2004,371,2048,425,The defect punching_hole is located at the right of the image.
img_02_425644200_00681.jpg,welding_line,259,8,185,2046,248,The defect welding_line is located at the top of the image.
img_04_4406743300_00003.jpg,silk_spot,263,515,65,820,275,The defect silk_spot is located at the top of the image.
img_04_4406743300_00003.jpg,silk_spot,263,520,589,843,909,The defect silk_spot is located at the bottom of the image.
img_04_4406743300_00003.jpg,silk_spot,263,541,391,836,504,The defect silk_spot is located at the center of the image.
img_06_4406645900_00501.jpg,silk_spot,263,1656,96,1853,827,The defect silk_spot is located at the right of the image.
img_03_425501800_01178.jpg,inclusion,264,1471,243,1508,289,The defect inclusion is located at the top of the image.
img_03_425501800_01178.jpg,inclusion,264,1564,132,1599,172,The defect inclusion is located at the right top of the image.
img_05_425505900_01176.jpg,inclusion,264,1662,857,1756,914,The defect inclusion is located at the right bottom of the image.
img_01_425005700_00377.jpg,silk_spot,263,848,60,1412,762,The defect silk_spot is located at the center of the image.
img_07_4406645900_00631.jpg,silk_spot,263,1809,324,1918,913,The defect silk_spot is located at the right bottom of the image.
img_01_425005700_00201.jpg,silk_spot,263,946,1,1431,944,The defect silk_spot is located at the center of the image.
img_03_436152900_00005.jpg,oil_spot,262,29,912,133,1000,The defect oil_spot is located at the left bottom of the image.
img_03_436152900_00005.jpg,oil_spot,262,1693,18,1825,122,The defect oil_spot is located at the right top of the image.
img_03_436152900_00005.jpg,oil_spot,262,1885,558,2003,587,The defect oil_spot is located at the right of the image.
img_03_436152900_00005.jpg,oil_spot,262,1457,627,1567,695,The defect oil_spot is located at the right of the image.
img_03_436152900_00005.jpg,oil_spot,262,1506,916,1679,994,The defect oil_spot is located at the right bottom of the image.
img_03_436152900_00005.jpg,oil_spot,262,1697,618,1750,694,The defect oil_spot is located at the right of the image.
img_03_425501900_00017.jpg,punching_hole,258,66,71,181,140,The defect punching_hole is located at the left top of the image.
img_02_425507200_01514.jpg,oil_spot,262,434,99,474,155,The defect oil_spot is located at the left top of the image.
img_02_425507200_01514.jpg,oil_spot,262,422,837,475,983,The defect oil_spot is located at the left bottom of the image.
img_02_425507200_01514.jpg,oil_spot,262,438,580,481,732,The defect oil_spot is located at the left of the image.
img_06_4402719100_00020.jpg,waist_folding,267,195,47,2048,870,The defect waist_folding defect is located at the center of the image.
img_02_436152900_00532.jpg,silk_spot,263,1251,280,1979,776,The defect silk_spot is located at the right bottom of the image.
img_03_3436786500_00071.jpg,silk_spot,263,1618,66,1840,655,The defect silk_spot is located at the right top of the image.
img_05_4406743300_00374.jpg,silk_spot,263,1095,198,1322,909,The defect silk_spot is located at the center of the image.
img_02_424799300_00072.jpg,water_spot,261,1508,824,1676,1000,The defect water_spot is located at the right bottom of the image.
img_02_425507000_00882.jpg,oil_spot,262,1931,572,2025,650,The defect oil_spot is located at the right of the image.
img_02_425507000_00882.jpg,oil_spot,262,1938,725,2020,830,The defect oil_spot is located at the right bottom of the image.
img_07_3403335800_00900.jpg,welding_line,259,7,281,2048,387,The defect welding_line is located at the center of the image.
img_01_425243600_00329.jpg,water_spot,261,933,186,1425,729,The defect water_spot is located at the top of the image.
img_01_425243600_00329.jpg,silk_spot,263,1419,119,1891,927,The defect silk_spot is located at the right of the image.
img_05_4406743300_00519.jpg,silk_spot,263,1007,263,1253,871,The defect silk_spot is located at the bottom of the image.
img_03_425003700_00402.jpg,water_spot,261,1513,299,1969,786,The defect water_spot is located at the right bottom of the image.
img_03_425613800_00026.jpg,crease,266,279,634,1813,747,The defect crease is located at the center of the image.
img_03_425614400_00001.jpg,welding_line,259,18,553,2048,597,The defect welding_line is located at the center of the image.
img_03_425614400_00001.jpg,punching_hole,258,67,717,225,780,The defect punching_hole is located at the left bottom of the image.
img_06_425508100_00054.jpg,punching_hole,258,1859,698,1966,763,The defect punching_hole is located at the right bottom of the image.
img_06_425508100_00054.jpg,welding_line,259,23,489,2035,597,The defect welding_line is located at the center of the image.
img_02_4406772100_00887.jpg,water_spot,261,538,565,681,762,The defect water_spot is located at the bottom of the image.
img_08_425391700_00198.jpg,oil_spot,262,881,184,969,347,The defect oil_spot is located at the top of the image.
img_08_425391700_00198.jpg,oil_spot,262,882,625,977,701,The defect oil_spot is located at the center of the image.
img_01_4406743300_00159.jpg,silk_spot,263,1067,48,1669,966,The defect silk_spot is located at the right of the image.
img_01_425005700_00398.jpg,silk_spot,263,800,16,1423,927,The defect silk_spot is located at the center of the image.
img_03_425644200_00680.jpg,punching_hole,258,77,93,200,152,The defect punching_hole is located at the left top of the image.
img_03_425644200_00680.jpg,silk_spot,263,291,48,557,913,The defect silk_spot is located at the left of the image.
img_03_425507000_00876.jpg,oil_spot,262,29,818,127,907,The defect oil_spot is located at the left bottom of the image.
img_03_3403394800_00844.jpg,punching_hole,258,81,32,178,71,The defect punching_hole is located at the left top of the image.
img_06_4406743300_00036.jpg,silk_spot,263,512,45,1603,576,The defect silk_spot is located at the top of the image.
img_06_425502300_00053.jpg,punching_hole,258,1867,417,1974,480,The defect punching_hole is located at the right of the image.
img_06_425502300_00053.jpg,welding_line,259,2,228,2045,313,The defect welding_line is located at the top of the image.
img_07_424826800_00493.jpg,waist_folding,267,741,109,1418,762,The defect waist_folding defect is located at the center of the image.
img_04_424714400_00324.jpg,inclusion,264,5,175,81,244,The defect inclusion is located at the left top of the image.
img_01_425005700_00384.jpg,silk_spot,263,787,55,1285,888,The defect silk_spot is located at the center of the image.
img_04_425382600_00050.jpg,inclusion,264,753,369,795,429,The defect inclusion is located at the center of the image.
img_04_425382600_00050.jpg,inclusion,264,255,514,318,594,The defect inclusion is located at the left of the image.
img_06_425614600_00412.jpg,waist_folding,267,1025,78,1713,962,The defect waist_folding defect is located at the right of the image.
img_01_425006600_00498.jpg,water_spot,261,1163,1,1553,337,The defect water_spot is located at the right top of the image.
img_02_425392000_00984.jpg,inclusion,264,1792,738,1880,808,The defect inclusion is located at the right bottom of the image.
img_02_425392000_00984.jpg,water_spot,261,1908,557,1962,611,The defect water_spot is located at the right of the image.
img_08_425508200_00363.jpg,inclusion,264,392,150,444,196,The defect inclusion is located at the left top of the image.
img_08_425508200_00363.jpg,inclusion,264,400,595,460,651,The defect inclusion is located at the left of the image.
img_08_425508200_00363.jpg,silk_spot,263,1,51,265,947,The defect silk_spot is located at the left of the image.
img_06_425637800_00890.jpg,punching_hole,258,1854,53,1962,114,The defect punching_hole is located at the right top of the image.
img_06_425637800_00890.jpg,silk_spot,263,1053,28,1789,966,The defect silk_spot is located at the right of the image.
img_06_425637800_00890.jpg,silk_spot,263,300,33,1027,962,The defect silk_spot is located at the left of the image.
img_04_425640100_00001.jpg,crescent_gap,260,1082,744,1366,1000,The defect crescent_gap is located at the bottom of the image.
img_06_3436814000_00688.jpg,waist_folding,267,242,41,443,970,The defect waist_folding is located at the left of the image.
img_06_3436814000_00688.jpg,waist_folding,267,577,863,1864,967,The defect waist_folding is located at the right bottom of the image.
img_06_3436814000_00688.jpg,waist_folding,267,577,46,1207,763,The defect waist_folding is located at the center of the image.
img_07_4406645900_00650.jpg,silk_spot,263,1800,82,1916,498,The defect silk_spot is located at the right top of the image.
img_03_425364500_00001.jpg,punching_hole,258,89,632,217,704,The defect punching_hole is located at the left of the image.
img_03_425364500_00001.jpg,welding_line,259,4,465,2046,535,The defect welding_line is located at the center of the image.
img_02_4404580600_00490.jpg,silk_spot,263,561,35,1625,963,The defect silk_spot is located at the right of the image.
img_07_3436814000_00694.jpg,waist_folding,267,305,157,1822,901,The defect waist_folding defect is located at the center of the image.
img_05_425505000_00051.jpg,crescent_gap,260,1310,632,1759,1000,The defect crescent_gap is located at the right bottom of the image.
img_04_4406743300_00592.jpg,silk_spot,263,648,230,1066,637,The defect silk_spot is located at the top of the image.
img_02_3436813700_00307.jpg,water_spot,261,499,9,862,775,The defect water_spot is located at the left of the image.
img_03_424798200_00001.jpg,punching_hole,258,85,584,199,645,The defect punching_hole is located at the left of the image.
img_03_424798200_00001.jpg,welding_line,259,7,425,2043,471,The defect welding_line is located at the center of the image.
img_06_425614600_00425.jpg,waist_folding,267,1108,114,1731,834,The defect waist_folding defect is located at the right of the image.
img_08_425502900_00052.jpg,crescent_gap,260,918,1,1185,350,The defect crescent_gap is located at the top of the image.
img_08_425502900_00052.jpg,welding_line,259,12,6,999,75,The defect welding_line is located at the left top of the image.
img_05_425502900_00053.jpg,crescent_gap,260,844,706,1143,1000,The defect crescent_gap is located at the bottom of the image.
img_05_4402719200_00029.jpg,waist_folding,267,1302,96,1951,937,The defect waist_folding defect is located at the right of the image.
img_06_3403393800_01155.jpg,punching_hole,258,1846,39,1953,103,The defect punching_hole is located at the right top of the image.
img_06_3403393800_01155.jpg,crescent_gap,260,76,1,210,124,The defect crescent_gap is located at the left top of the image.
img_07_4405376800_00039.jpg,waist_folding,267,841,537,1912,989,The defect waist_folding defect is located at the right bottom of the image.
